# Fang & Murase, cosmic-ray reservoirs (cosmogenic + source), Nature Phys. 14, 396 (2018)
# Energy [GeV], E**2 Flux [GeV cm^-2] (nue anue numu anumu nutau anutau)
1.01625e+03, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00
1.04954e+03, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00
1.08393e+03, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00
1.11944e+03, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00
1.15611e+03, 8.01272e-12, 8.01272e-12, 9.65291e-12, 9.65291e-12, 9.19581e-12, 9.19581e-12
1.19399e+03, 1.88081e-11, 1.88081e-11, 2.26580e-11, 2.26580e-11, 2.15851e-11, 2.15851e-11
1.23310e+03, 2.95827e-11, 2.95827e-11, 3.56382e-11, 3.56382e-11, 3.39506e-11, 3.39506e-11
1.27350e+03, 3.75311e-11, 3.75311e-11, 4.52136e-11, 4.52136e-11, 4.30726e-11, 4.30726e-11
1.31522e+03, 3.92868e-11, 3.92868e-11, 4.73287e-11, 4.73287e-11, 4.50875e-11, 4.50875e-11
1.35831e+03, 3.08440e-11, 3.08440e-11, 3.71577e-11, 3.71577e-11, 3.53982e-11, 3.53982e-11
1.40281e+03, 7.47013e-12, 7.47013e-12, 8.99925e-12, 8.99925e-12, 8.57310e-12, 8.57310e-12
1.44877e+03, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00
1.49624e+03, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00
1.54525e+03, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00
1.59588e+03, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00
1.64816e+03, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00
1.70216e+03, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00
1.75792e+03, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00
1.81552e+03, 1.49993e-10, 1.49993e-10, 1.80697e-10, 1.80697e-10, 1.72140e-10, 1.72140e-10
1.87499e+03, 4.68200e-10, 4.68200e-10, 5.64039e-10, 5.64039e-10, 5.37330e-10, 5.37330e-10
1.93642e+03, 8.72721e-10, 8.72721e-10, 1.05137e-09, 1.05137e-09, 1.00158e-09, 1.00158e-09
1.99986e+03, 1.33960e-09, 1.33960e-09, 1.61382e-09, 1.61382e-09, 1.53740e-09, 1.53740e-09
2.06538e+03, 1.83909e-09, 1.83909e-09, 2.21555e-09, 2.21555e-09, 2.11063e-09, 2.11063e-09
2.13304e+03, 2.33477e-09, 2.33477e-09, 2.81270e-09, 2.81270e-09, 2.67950e-09, 2.67950e-09
2.20293e+03, 2.78263e-09, 2.78263e-09, 3.35223e-09, 3.35223e-09, 3.19349e-09, 3.19349e-09
2.27510e+03, 3.13147e-09, 3.13147e-09, 3.77248e-09, 3.77248e-09, 3.59383e-09, 3.59383e-09
2.34963e+03, 3.35703e-09, 3.35703e-09, 4.04421e-09, 4.04421e-09, 3.85270e-09, 3.85270e-09
2.42661e+03, 3.46983e-09, 3.46983e-09, 4.18010e-09, 4.18010e-09, 3.98215e-09, 3.98215e-09
2.50611e+03, 3.48582e-09, 3.48582e-09, 4.19936e-09, 4.19936e-09, 4.00051e-09, 4.00051e-09
2.58821e+03, 3.42562e-09, 3.42562e-09, 4.12683e-09, 4.12683e-09, 3.93141e-09, 3.93141e-09
2.67301e+03, 3.31517e-09, 3.31517e-09, 3.99378e-09, 3.99378e-09, 3.80465e-09, 3.80465e-09
2.76058e+03, 3.18658e-09, 3.18658e-09, 3.83887e-09, 3.83887e-09, 3.65708e-09, 3.65708e-09
2.85102e+03, 3.07862e-09, 3.07862e-09, 3.70881e-09, 3.70881e-09, 3.53318e-09, 3.53318e-09
2.94442e+03, 3.01677e-09, 3.01677e-09, 3.63430e-09, 3.63430e-09, 3.46220e-09, 3.46220e-09
3.04089e+03, 2.99889e-09, 2.99889e-09, 3.61276e-09, 3.61276e-09, 3.44168e-09, 3.44168e-09
3.14051e+03, 3.01914e-09, 3.01914e-09, 3.63715e-09, 3.63715e-09, 3.46492e-09, 3.46492e-09
3.24340e+03, 3.06994e-09, 3.06994e-09, 3.69836e-09, 3.69836e-09, 3.52322e-09, 3.52322e-09
3.34965e+03, 3.14174e-09, 3.14174e-09, 3.78485e-09, 3.78485e-09, 3.60562e-09, 3.60562e-09
3.45939e+03, 3.22267e-09, 3.22267e-09, 3.88235e-09, 3.88235e-09, 3.69850e-09, 3.69850e-09
3.57273e+03, 3.29829e-09, 3.29829e-09, 3.97344e-09, 3.97344e-09, 3.78528e-09, 3.78528e-09
3.68978e+03, 3.35712e-09, 3.35712e-09, 4.04432e-09, 4.04432e-09, 3.85280e-09, 3.85280e-09
3.81066e+03, 3.39895e-09, 3.39895e-09, 4.09471e-09, 4.09471e-09, 3.90081e-09, 3.90081e-09
3.93550e+03, 3.42556e-09, 3.42556e-09, 4.12677e-09, 4.12677e-09, 3.93135e-09, 3.93135e-09
4.06443e+03, 3.43932e-09, 3.43932e-09, 4.14334e-09, 4.14334e-09, 3.94714e-09, 3.94714e-09
4.19759e+03, 3.44327e-09, 3.44327e-09, 4.14810e-09, 4.14810e-09, 3.95167e-09, 3.95167e-09
4.33511e+03, 3.44121e-09, 3.44121e-09, 4.14562e-09, 4.14562e-09, 3.94931e-09, 3.94931e-09
4.47713e+03, 3.43784e-09, 3.43784e-09, 4.14156e-09, 4.14156e-09, 3.94544e-09, 3.94544e-09
4.62381e+03, 3.43755e-09, 3.43755e-09, 4.14121e-09, 4.14121e-09, 3.94511e-09, 3.94511e-09
4.77529e+03, 3.44105e-09, 3.44105e-09, 4.14543e-09, 4.14543e-09, 3.94912e-09, 3.94912e-09
4.93174e+03, 3.44822e-09, 3.44822e-09, 4.15406e-09, 4.15406e-09, 3.95735e-09, 3.95735e-09
5.09331e+03, 3.45886e-09, 3.45886e-09, 4.16688e-09, 4.16688e-09, 3.96956e-09, 3.96956e-09
